"","x1","x2"
"137",589833.938562623,4125900.6809013
"138",591260.555583567,4125269.08231895
"139",592823.31165381,4126184.44166279
"140",594441.140808041,4125885.66437814
"141",595685.867226314,4126223.61471818
"142",596830.31940604,4125469.69318816
"143",597098.700717603,4125258.29914234
"144",598762.034369308,4125614.50103729
"145",599734.54275624,4126093.05195868
"146",601335.72653316,4125445.18087908
"147",602956.697149391,4125103.17038858
"148",603268.352790245,4125209.60967324
"149",605543.850017201,4125910.35249349
"150",606636.803880996,4125141.86558951
"151",610338.273629424,4126191.20509721
"152",584983.684146553,4126502.75349437
"153",586129.625757475,4127113.79273229
"154",588260.995670865,4126783.15272883
"155",589212.366333566,4126860.52336633
"156",590641.312758491,4126909.17773965
"157",591378.853057648,4126480.93822767
"158",593124.27756689,4127065.92085366
"159",593337.669690774,4127238.28458981
"160",595558.78129783,4127318.61251756
"161",596460.852435341,4126461.56253034
"162",597311.612486254,4127402.317089
"163",598608.315812539,4126350.83270031
"164",599724.042858192,4126729.41510592
"165",603012.647385542,4126601.48554476
"166",603568.526707359,4126826.92748318
"167",608659.721999371,4126573.30017789
"168",609935.501592449,4126998.09271182
"169",611361.532654686,4126760.11197815
"170",582980.043476663,4128738.46160062
"171",584776.468041272,4127790.92754484
"172",586530.166273385,4128421.27156616
"173",587980.131484287,4128777.75933055
"174",589060.549091051,4127792.94652364
"175",590517.570455454,4128505.44784952
"176",591317.162332757,4127575.73396784
"177",592084.587139219,4128005.4553724
"178",593668.77787467,4128273.61666442
"179",595284.934863777,4128133.81347243
"180",596630.740457194,4127753.31583333
"181",597268.139710994,4127970.24590002
"182",598930.485741117,4128029.04402746
"183",600598.560367047,4128386.16411279
"184",601802.673141298,4128029.79613453
"185",601955.729044224,4128269.15568429
"186",605057.467792173,4128070.74857426
"187",609044.113526838,4128548.55943611
"188",609764.102383866,4128522.14164559
"189",611353.614396571,4127614.53338193
"190",564216.826246235,4129661.03252174
"191",583209.42607682,4129689.53196159
"192",584025.286127556,4129012.55013192
"193",585397.693260589,4129854.23362309
"194",586564.752827643,4129714.61719891
"195",587537.856265727,4129127.23643851
"196",589237.806181133,4128897.21220818
"197",590797.607051913,4129280.07216614
"198",591212.374946462,4129643.08594046
"199",592136.836637466,4129128.11682591
"200",594359.052946482,4129261.8050725
"201",595607.579518686,4129679.0758461
"202",596842.255331386,4129948.83212961
"203",597418.366848989,4128806.17774224
"204",598795.809811902,4129667.57639727
"205",599938.676189039,4129251.36969969
"206",600721.270381482,4129655.02164066
"207",602681.450478548,4129857.0348173
"208",604284.36499245,4129591.12624219
"209",605309.213283842,4129930.73260374
"210",606630.414031445,4129909.5813452
"211",606954.718906721,4129254.73642348
"212",609287.519330571,4129535.72840697
"213",610099.659849874,4129988.27254968
"214",564572.308141973,4130561.09033757
"215",581109.38931592,4131057.87818033
"216",582296.618683762,4130310.44609324
"217",583713.740887599,4130080.39459882
"218",584744.737670931,4131017.19774668
"219",586484.977631339,4130623.47167915
"220",587644.223171291,4130700.45936007
"221",588524.543462541,4130420.96015212
"222",589597.498880748,4130473.37912869
"223",591486.428715378,4130140.1241089
"224",592882.361519402,4130413.92056229
"225",593516.169868726,4130348.20448243
"226",594631.666479738,4130158.58631135
"227",596380.43257085,4131092.97968839
"228",597220.909647666,4130422.6677398
"229",599288.763552555,4130581.28001989
"230",599942.310399879,4130808.95396221
"231",601112.26048425,4130154.83104009
"232",602532.480575681,4130534.5508227
"233",604118.25564222,4131222.61563205
"234",604765.916503261,4130040.86277378
"235",605760.04230718,4130549.68705312
"236",607012.768806358,4131170.37985496
"237",608709.342174821,4130380.92684107
"238",581629.985875027,4131832.89046171
"239",582751.919744076,4131981.07595442
"240",583569.875691012,4131891.29351477
"241",585713.051371693,4131905.28545693
"242",586789.799001582,4131536.01362384
"243",587706.291753901,4131482.96539112
"244",589203.101374133,4131408.5681492
"245",589939.56830501,4131358.6600423
"246",591827.52071377,4131577.90814576
"247",592525.157561946,4131405.09961457
"248",594348.376820379,4131277.57803011
"249",595279.600793588,4131833.17470073
"250",596763.045496801,4131372.20706676
"251",598230.275494106,4131303.03382754
"252",599137.81318674,4131846.39653057
"253",599946.32213216,4131368.45680539
"254",600921.669902384,4131738.25792063
"255",603132.337422495,4132487.76946808
"256",603347.838946074,4132033.47090069
"257",604690.613591535,4132001.82099105
"258",606150.776777536,4132343.31411047
"259",607748.501608617,4132228.65698199
"260",571262.76624717,4133348.82394811
"261",579450.042216577,4133163.71284387
"262",580020.329914584,4133445.8267215
"263",581980.762851635,4133124.66268001
"264",583184.91830576,4132502.29914136
"265",583719.034320339,4133040.07591916
"266",584991.200446111,4133657.36454835
"267",586536.268017588,4133129.18315215
"268",587371.490945944,4133546.63424499
"269",588452.263514198,4133016.39199483
"270",590707.034506986,4132618.92474024
"271",591816.948847759,4133215.59988405
"272",593130.787566789,4132780.27888751
"273",593469.34716541,4132848.20491889
"274",595629.272995683,4132747.84854258
"275",596406.621508212,4133040.53186952
"276",597625.80974773,4132821.10058732
"277",598824.042087729,4132906.09071748
"278",600393.162525587,4133274.09651234
"279",601630.445873881,4133202.07850132
"280",602085.112522181,4133025.69662376
"281",603851.818823155,4133599.54538393
"282",606173.283946722,4133391.30301454
"283",607254.496408673,4133014.87504071
"284",578387.909642461,4133944.2673468
"285",579541.234461384,4134208.58989504
"286",580544.906520755,4134457.39163277
"287",581983.768505083,4133763.52554305
"288",582726.566375647,4134864.1865297
"289",584364.761203883,4134380.467003
"290",584932.54860394,4134547.08744099
"291",586954.042530656,4133854.40478272
"292",588050.291772157,4134111.47644005
"293",589508.625813116,4134576.38077556
"294",589701.557534696,4133924.88363582
"295",591840.978655531,4133754.29977375
"296",592465.899431546,4134736.59459677
"297",593557.156545117,4134083.36102895
"298",594660.74742492,4133795.63386468
"299",596406.943156939,4134028.8800416
"300",597969.146364444,4133957.33521027
"301",598925.253201933,4134823.01275238
"302",600688.355402135,4133883.03611297
"303",601025.441034289,4134350.24969137
"304",602029.077583864,4133952.3320396
"305",603794.778226352,4134647.54840963
"306",605108.989632837,4134374.33198777
"307",606518.771284939,4134454.09043096
"308",607411.33353323,4134255.4736874
"309",574305.803206258,4135780.35600315
"310",575900.076493632,4136048.62343905
"311",577785.129717582,4135853.98994093
"312",579533.04268021,4135877.99039382
"313",579716.189591232,4135776.86116546
"314",581562.143451181,4135663.01029537
"315",582574.544868815,4135116.33118865
"316",584319.438450795,4135666.54737042
"317",585065.624528318,4135960.97543131
"318",586408.392237483,4135718.29859111
"319",587293.562546653,4135309.35755417
"320",589468.840979658,4135547.8347982
"321",590502.175071503,4135933.72944779
"322",591622.844939569,4135447.32347173
"323",592529.007532721,4136114.73867323
"324",594411.789044702,4135479.42477501
"325",594759.262150009,4135826.3453124
"326",596564.301994814,4135317.36051042
"327",597638.760426598,4135432.88354074
"328",598798.504372796,4135621.71668094
"329",599991.724248146,4136185.98386214
"330",601888.278248194,4134983.2587258
"331",602934.079663378,4135273.05767997
"332",604154.0187426,4136155.4159589
"333",605088.044180085,4135695.12808344
"334",573495.876304418,4137154.78807844
"335",574494.641299926,4137121.45536054
"336",575654.503495411,4137252.9740852
"337",576724.366021241,4136412.40043056
"338",577498.102391133,4137421.15903838
"339",578862.850727361,4136873.05024988
"340",579950.546255351,4136765.81744074
"341",581882.654622832,4137248.5886431
"342",582884.145510324,4136951.68616581
"343",583625.10764216,4136622.6766786
"344",585161.587337168,4136244.49259209
"345",586130.068143597,4137128.98893952
"346",587612.533385137,4136854.80772321
"347",589492.840776978,4137057.36144326
"348",590210.190364538,4136668.95099933
"349",591799.005086256,4137276.52874802
"350",592299.341160531,4136931.84733307
"351",594244.247483404,4136679.30312737
"352",595455.819780752,4136202.92304626
"353",595957.544373934,4137264.93967148
"354",597447.522027688,4136703.66767335
"355",599416.467860857,4137134.75127592
"356",599793.320176128,4137222.08097957
"357",601001.436501158,4136524.12931417
"358",603030.988015664,4136672.61114354
"359",604335.548571191,4136561.50543919
"360",604634.837332281,4136943.67180722
"361",574105.11929691,4137673.09000257
"362",576981.857574412,4138599.74314667
"363",578037.811248246,4138440.08145029
"364",579037.359689695,4138653.68583573
"365",580015.122968756,4138451.79226586
"366",581179.194544985,4137693.76180011
"367",582828.850680202,4138201.07477555
"368",584418.896369697,4138503.6383211
"369",584850.331536151,4137910.14195167
"370",586241.345791346,4138453.64715685
"371",587959.041683899,4137599.53330551
"372",588623.784148566,4137530.66757438
"373",590595.425003571,4138395.39970146
"374",591860.418804104,4137775.51875582
"375",593061.804197596,4138613.26452941
"376",594299.454140332,4138528.99661679
"377",595447.421927483,4138324.15684432
"378",597003.662929769,4138180.62418172
"379",597293.931926283,4138124.43785006
"380",598833.08805718,4138007.6022736
"381",600592.889529181,4137763.64354725
"382",600960.69285887,4137832.41012551
"383",602176.212189368,4137722.78332439
"384",603500.26059044,4137861.17913399
"385",605169.658303705,4137787.55187194
"386",570771.972813365,4139506.81150493
"387",575982.997735154,4138722.14823469
"388",577937.460172912,4139213.43004458
"389",578863.959511578,4139175.80021786
"390",580750.979223388,4139090.05652121
"391",581912.561108511,4138842.15722181
"392",582196.2771693,4138736.22056672
"393",583753.394215589,4139441.87185208
"394",585550.666549551,4139074.16752988
"395",585982.573968911,4139346.71725566
"396",587624.854813329,4139630.36211202
"397",589026.394802635,4139130.20709374
"398",590103.172081075,4138855.19756696
"399",591999.445975032,4138845.37767473
"400",592925.56800099,4139414.64432581
"401",594077.484350373,4139512.02888227
"402",595753.467688517,4139394.21317993
"403",596890.348855954,4139005.13046024
"404",597989.035749062,4139264.08627765
"405",598387.900703101,4139456.54099036
"406",599604.914123445,4139423.88077624
"407",601564.252450312,4138742.31302155
"408",602725.091632895,4139376.60740223
"409",604070.231026873,4139155.1596063
"410",575270.881346089,4139951.67760673
"411",576447.211411653,4140812.64848038
"412",578010.8809071,4140072.24851217
"413",578483.721094826,4140332.66352748
"414",580783.673419081,4140683.29255529
"415",582016.143724993,4140175.3990845
"416",582981.791485001,4140643.72485999
"417",583934.937427041,4140960.55031163
"418",585414.429199583,4140340.90027654
"419",586439.21727746,4140814.92855092
"420",587699.681602655,4140169.61088526
"421",588990.173350445,4140310.75155513
"422",590125.622248657,4140867.65720439
"423",591771.63365285,4139980.6471894
"424",592983.046919795,4140992.24135393
"425",593329.675806816,4139982.45895369
"426",594679.645442553,4140330.50750155
"427",596463.398868646,4140504.857783
"428",597142.292184091,4140886.65277615
"429",599081.711265888,4139997.38168396
"430",600671.728674974,4140206.43766579
"431",600854.458122404,4140951.89214311
"432",603038.279136929,4140263.34385961
"433",550366.754443842,4142254.49972521
"434",559314.289176063,4141463.15839298
"435",570311.171919424,4142270.78745744
"436",572029.11739658,4141672.59160892
"437",572864.327699563,4142384.41448629
"438",574531.754239254,4141916.88706437
"439",575116.029464917,4141883.98937336
"440",576708.334465866,4141399.05922712
"441",578234.143857436,4141233.19467472
"442",579124.495202954,4141731.16271343
"443",580262.034803493,4141163.24884227
"444",581018.0672073,4141835.92060491
"445",583099.079148376,4141604.53074845
"446",584545.856818642,4141958.5680588
"447",584774.70992993,4141295.1530407
"448",587647.883486525,4141618.67571984
"449",591695.732880848,4141295.66244304
"450",592883.671620327,4141717.26135368
"451",596248.467143171,4141554.61692886
"452",598005.209922606,4141559.1926815
"453",599293.99651698,4141190.53875203
"454",600509.340248215,4142157.20569417
"455",600961.912588419,4141168.5216573
"456",549938.832496897,4143328.14610675
"457",550616.773595758,4142638.07249128
"458",551583.285465088,4143349.54563213
"459",566015.580472503,4143187.6028296
"460",566359.644168103,4142720.33736545
"461",568911.809516383,4142709.60582815
"462",570007.619868702,4142908.70375583
"463",572095.255002424,4142762.23158593
"464",573004.334798575,4143468.92513449
"465",574655.66003672,4143475.88329395
"466",575886.36639826,4142960.93857793
"467",576124.769429501,4142841.15611451
"468",578407.675607815,4143117.72492489
"469",578995.88712936,4143040.98391667
"470",579879.002373542,4142838.41016709
"471",582089.388178151,4143324.0629852
"472",582522.693573931,4142512.84168124
"473",584056.240324243,4142700.94394503
"474",585350.626996584,4142449.7630288
"475",593023.086390077,4143163.44482241
"476",595646.56474013,4142766.56246501
"477",596611.45723614,4143193.69459085
"478",597977.416304194,4142901.39396339
"479",599165.01596812,4142606.5381122
"480",600446.384750459,4142986.66326308
"481",565542.583489409,4143941.58049894
"482",566934.287441712,4144059.61910681
"483",568426.910983379,4143747.42280566
"484",569361.833899669,4144356.21611182
"485",570955.411714198,4144550.92913521
"486",571618.294305039,4144578.96872526
"487",572622.140086507,4144392.25226625
"488",574154.742470353,4144526.66394595
"489",575666.131860555,4144123.35046325
"490",576105.411765045,4143800.06934728
"491",577664.66863031,4144556.78642822
"492",593496.338911437,4143994.01156306
"493",595392.443980911,4143841.68936496
"494",595985.832435528,4143973.75087871
"495",598229.110764045,4144447.61090414
"496",598975.686479935,4144289.1477835
"497",599598.275761465,4143808.88357527
"498",564055.488097189,4145338.71549916
"499",565617.171057119,4145951.19323578
"500",567116.56729177,4145085.53164813
"501",568126.810624635,4145089.84970635
"502",569550.616786843,4145640.59441681
"503",570386.23556462,4145182.20602853
"504",571177.680627771,4145598.18742055
"505",572844.13195964,4145623.9308785
"506",574713.890333617,4145109.63981918
"507",574921.577577886,4145037.21433558
"508",576913.727173626,4145930.39271829
"509",578067.103837133,4145006.10644516
"510",578616.60936434,4145637.84837697
"511",595105.938510296,4144906.65253683
"512",596398.073850573,4145076.53317095
"513",598505.383940557,4145141.38024905
"514",601619.689164723,4145247.68196777
"515",550209.275391989,4146456.25879586
"516",565473.847860474,4147096.5203001
"517",566590.307547986,4147316.91773972
"518",567687.676670282,4146247.81266973
"519",569286.381053439,4146161.91892054
"520",570669.011814523,4146181.38398013
"521",571844.839536113,4146713.8992606
"522",572470.807305091,4147202.50972712
"523",574176.475045928,4146627.01594241
"524",575408.900677911,4146319.88922267
"525",576481.794983752,4146520.59339129
"526",577324.266286991,4146440.51002672
"527",594527.922645897,4146452.22895067
"528",595927.387113438,4146932.56528002
"529",548660.017197885,4148336.7458482
"530",549661.022381087,4147853.35657208
"531",550600.038054653,4147536.33975011
"532",563590.386014177,4148464.40155061
"533",565599.141651125,4148559.75765693
"534",566106.483049482,4148473.7397402
"535",567595.729100441,4147958.23077839
"536",568733.704077676,4147407.2486682
"537",569954.484887365,4148017.24009464
"538",572248.675527042,4148044.09926043
"539",573497.223000842,4147777.66887613
"540",574426.004635002,4147897.93468126
"541",575656.989381516,4147685.39270197
"542",576100.487335104,4147371.18533058
"543",593998.84156206,4148521.30938608
"544",595082.89464387,4147928.01447905
"545",596223.513978207,4147337.89093622
"546",597427.021902621,4148132.12614538
"547",547980.289055735,4149570.65010934
"548",549230.696588487,4148745.68968765
"549",565600.440884072,4148742.6537773
"550",566602.442406731,4149351.33395088
"551",567867.674358149,4149538.1319773
"552",568978.5018676,4149129.05158276
"553",569958.654911853,4148870.44470984
"554",571676.740487688,4149054.47805809
"555",592559.605014553,4149531.40307466
"556",595189.951204507,4149003.03756747
"557",547499.647069543,4150624.5177107
"558",551859.907531384,4150774.37971136
"559",563227.928858071,4150585.45056311
"560",564231.139414471,4150118.95630705
"561",565158.871701439,4150725.12950522
"562",566450.662790141,4150511.70343863
"563",588765.37077894,4149883.84446876
"564",589797.69834224,4150810.6043412
"565",592656.710693132,4150532.3385946
"566",593458.895720094,4149838.82132873
"567",594861.729093194,4151038.68307394
"568",596401.434583267,4150341.49903879
"569",544416.074062148,4152008.10409577
"570",560253.484466946,4152186.52488175
"571",561702.550913243,4151966.84548932
"572",562437.170004015,4152054.65694917
"573",564441.516980754,4152179.85723341
"574",565928.99847467,4151290.39793587
"575",570002.900441276,4151782.17693559
"576",590320.030732874,4152086.60481352
"577",590873.656297571,4151581.94805069
"578",592301.727184061,4151472.75950651
"579",593652.063310594,4152207.49786404
"580",595411.25445184,4151829.00497155
"581",558141.091585718,4152446.9085674
"582",561564.527156265,4153333.80713236
"583",563564.048337132,4153025.65290762
"584",565861.557453142,4153144.94513075
"585",582912.745677623,4153070.45115151
"586",583491.487361307,4153238.62156099
"587",585969.048027145,4153411.26033488
"588",588087.52147833,4153315.03800656
"589",589194.918804886,4153190.4347635
"590",590276.882458653,4152718.72863924
"591",591594.420058288,4153395.65533352
"592",592962.87105421,4153336.88921895
"593",593720.371790687,4153291.54971619
"594",595346.119726739,4152713.89730515
"595",556922.061023721,4154045.02132437
"596",558404.301563745,4154714.9111654
"597",559336.656983617,4154101.19915552
"598",560351.054311076,4154561.48514202
"599",562282.559569129,4154650.11087764
"600",562544.034883098,4154519.6769308
"601",564747.159436107,4153850.72600065
"602",566884.024421977,4154595.44397324
"603",584191.161862617,4154354.09628086
"604",585154.219561937,4154104.90362443
"605",587005.87835131,4153617.09208527
"606",588125.277175571,4154588.41228277
"607",588582.194565146,4154470.41496244
"608",590767.305110671,4153992.16047156
"609",591850.409446348,4153689.74081962
"610",592097.426726209,4154579.9222037
"611",594930.373100941,4154317.08677475
"612",596042.972431659,4153902.13607401
"613",556554.318790562,4155170.15916097
"614",558096.657128875,4155204.84247271
"615",559497.527448291,4155443.13072368
"616",560089.366508966,4155583.37576167
"617",561607.953332349,4155182.12185434
"618",563159.666272353,4155621.14590761
"619",563851.214767823,4155801.75442633
"620",565735.215914343,4155832.13356137
"621",567330.821675739,4155888.53777801
"622",583390.66755563,4154945.57399567
"623",584054.697121202,4155937.42091927
"624",585581.179551482,4155702.6331418
"625",586266.481453288,4154887.2047572
"626",587379.235116605,4154980.01947696
"627",588862.125717057,4155172.96687892
"628",589932.15762908,4155310.06255354
"629",591898.765905269,4155929.16277945
"630",592350.568383929,4155324.78982174
"631",594140.766057618,4155805.95809525
"632",594847.672856413,4154862.79028929
"633",555855.12953951,4156217.56777583
"634",557420.341489724,4157155.12342002
"635",558639.699635974,4156643.48245467
"636",558788.16767913,4156266.38813601
"637",560256.505907005,4156570.56144909
"638",562051.168994907,4156468.94980839
"639",562839.594924148,4156372.39156547
"640",563949.499426217,4156120.56725965
"641",582848.542702251,4157118.99828855
"642",584523.825177612,4156057.90412743
"643",584670.543679892,4156324.98808522
"644",586177.486191156,4157059.34041879
"645",587378.021613369,4156965.83654203
"646",588463.771697611,4156087.2819514
"647",590146.154441571,4156040.74472799
"648",592036.474509893,4156475.15820319
"649",555623.913443435,4158444.62728912
"650",556385.473225094,4157700.70046662
"651",557648.329709442,4157681.19425711
"652",559632.45329637,4157286.15340583
"653",561099.066561271,4157498.74939189
"654",561676.024635267,4157493.80705835
"655",562904.791424669,4157367.37687015
"656",564268.950565807,4157689.24340399
"657",565272.984706652,4158263.25558777
"658",582261.700459827,4158358.05739123
"659",584434.771766558,4158388.64610509
"660",584775.767443077,4158057.6817313
"661",586848.890667775,4158187.96580842
"662",587357.337645062,4157721.16600061
"663",588960.453602928,4157498.49534298
"664",589676.087880805,4158187.93703454
"665",591221.810017042,4158359.27931032
"666",544860.307570943,4159665.6897409
"667",545427.235154396,4159539.4546264
"668",553767.772514657,4159082.12751884
"669",555302.770162751,4159358.46403901
"670",557130.018054281,4159343.5091954
"671",558338.699975388,4158800.94627971
"672",559244.373478444,4158874.60803091
"673",581407.518428536,4158774.03851752
"674",583379.642532257,4159432.78766267
"675",584276.890658836,4159470.23707054
"676",585162.743350217,4158824.61344344
"677",587073.849571691,4158899.61715612
"678",589004.237996175,4159036.33142743
"679",589897.95197516,4159203.38868511
"680",591748.3731714,4159399.62174152
"681",598080.393578227,4159235.16517872
"682",544433.897288656,4160101.71505513
"683",545762.997579156,4160384.05228197
"684",546744.243468137,4160576.09032025
"685",552273.265477118,4160778.97081294
"686",553563.872007486,4160392.02158688
"687",554195.742326136,4160877.63044853
"688",555941.002195072,4159715.18432395
"689",557927.036859526,4160142.04871945
"690",559871.143547352,4160688.24997689
"691",582008.410379124,4160376.69727405
"692",582786.258114984,4159817.90828496
"693",584471.945915565,4159697.82363631
"694",585643.190482389,4160191.39588893
"695",586108.320142737,4159759.41415083
"696",588156.655637405,4160139.88478467
"697",591664.555305585,4160399.29267142
"698",547418.026694561,4161304.32811265
"699",551700.387793568,4160991.73957417
"700",553560.787268396,4161120.05232455
"701",554284.234195444,4161322.07665305
"702",580547.393957248,4162093.31279437
"703",581855.242484318,4161771.19707613
"704",583298.035658179,4162060.35517863
"705",584554.407461894,4161761.578291
"706",585762.956759583,4161301.46404176
"707",586248.310201298,4161968.73751819
"708",588239.382849189,4161257.76495068
"709",550490.642680604,4162745.65657918
"710",552468.066211611,4163312.24287191
"711",553599.231228095,4163208.34670903
"712",554695.248651552,4163149.24125432
"713",556302.498089365,4163329.76667855
"714",581286.071957597,4162202.57213415
"715",582912.402614535,4162509.96791292
"716",584159.858613765,4162826.24253878
"717",585066.395890154,4162488.19578819
"718",586069.102796628,4162583.19881796
"719",602295.34961723,4163171.79917259
"720",544583.666778201,4163860.23452304
"721",549382.507158431,4164400.29803732
"722",550997.433638111,4163770.75655317
"723",551558.742124059,4163479.76948643
"724",552494.784585731,4164338.51734038
"725",554112.712146581,4163869.96996128
"726",578896.826005948,4164132.8508493
"727",580214.071527384,4164534.14470137
"728",582047.385725011,4163655.58479075
"729",582550.363021926,4164020.86527867
"730",583733.930387101,4164179.5555921
"731",609951.779572052,4164609.17162438
"732",544867.076541268,4164787.78410947
"733",547423.243437347,4165515.40764116
"734",548202.605987874,4164900.26549603
"735",549318.030062014,4165812.76336564
"736",550573.968334817,4165353.40001052
"737",551311.81142324,4165727.60228796
"738",552993.92212428,4165126.02169804
"739",554673.322363515,4164716.17817643
"740",576576.695410055,4165832.94128056
"741",577445.801979975,4165811.22833633
"742",578798.648292394,4165828.4305737
"743",580400.467727398,4165559.01729887
"744",582159.784805382,4165828.55124085
"745",582671.287866206,4165073.55913555
"746",584328.251859974,4165262.5805047
"747",598074.402870911,4165807.26304459
"748",598359.030409202,4165034.90130776
"749",546768.744959908,4166396.58689767
"750",547577.395976758,4166270.12965297
"751",549890.922669312,4166083.25573957
"752",550111.366275665,4166005.9544135
"753",552111.056422089,4166839.59124359
"754",552906.944684992,4166263.47293335
"755",575948.819227283,4166479.90272988
"756",576554.736756473,4166976.67427845
"757",577720.872447236,4166814.19158577
"758",579463.83377946,4167047.36653667
"759",579752.27524322,4166837.02457865
"760",581665.916800846,4165885.2458281
"761",582484.949596879,4166027.2227314
"762",597530.984769631,4166222.26957543
"763",598650.148049734,4167074.54739352
"764",546245.404146864,4167341.82299026
"765",546683.274149179,4167714.57716954
"766",547971.888431345,4167280.33919629
"767",549913.550754108,4168153.98290799
"768",550234.353360482,4168331.64936394
"769",551876.991692791,4167546.05452795
"770",553714.280779886,4167606.12699488
"771",554012.176551134,4167331.03476546
"772",575713.212076615,4167461.52152915
"773",577005.455717207,4167414.15197723
"774",578107.901356353,4167672.56619747
"775",578969.013330029,4168222.96125778
"776",580676.948862958,4168245.80642574
"777",582134.283938732,4167392.50646553
